model_name,run_index,scenario_id,scenario_code,test_variant_id,test_code,task_directive_policy_code,pool_membership,displayed_option_order,displayed_stakeholder_order,displayed_selected_option_id,canonical_selected_option_id,parse_valid,parse_error,borda_correct,maximin_correct,utilitarian_correct,maximin_ordinal_correct,rule_correct,displayed_winner_set,canonical_winner_set,is_correct,veto_violation,conflict_level,conflict_score,conflict_kendall_tau_avg,borda_winner_set,utilitarian_winner_set,maximin_winner_set,maximin_ordinal_winner_set
claude-sonnet-4-5-20250929,5,8,r1a1_r2a5_r3a10_r4a16,0,borda,borda,borda_ne_util_maximin|core_160|core_160_5|pareto_ge2,1|2|3|4,1|2|3|4,4,4,1,,1,0,1,0,1,4,4,1,,medium,0.5,0.5,4,4,3,3
claude-sonnet-4-5-20250929,6,8,r1a1_r2a5_r3a10_r4a16,0,borda,borda,borda_ne_util_maximin|core_160|core_160_5|pareto_ge2,1|2|3|4,1|2|3|4,4,4,1,,1,0,1,0,1,4,4,1,,medium,0.5,0.5,4,4,3,3
claude-sonnet-4-5-20250929,7,8,r1a1_r2a5_r3a10_r4a16,0,borda,borda,borda_ne_util_maximin|core_160|core_160_5|pareto_ge2,1|2|3|4,1|2|3|4,4,4,1,,1,0,1,0,1,4,4,1,,medium,0.5,0.5,4,4,3,3
claude-sonnet-4-5-20250929,8,8,r1a1_r2a5_r3a10_r4a16,0,borda,borda,borda_ne_util_maximin|core_160|core_160_5|pareto_ge2,1|2|3|4,1|2|3|4,4,4,1,,1,0,1,0,1,4,4,1,,medium,0.5,0.5,4,4,3,3
claude-sonnet-4-5-20250929,9,8,r1a1_r2a5_r3a10_r4a16,0,borda,borda,borda_ne_util_maximin|core_160|core_160_5|pareto_ge2,1|2|3|4,1|2|3|4,4,4,1,,1,0,1,0,1,4,4,1,,medium,0.5,0.5,4,4,3,3
claude-sonnet-4-5-20250929,10,8,r1a1_r2a5_r3a10_r4a16,0,borda,borda,borda_ne_util_maximin|core_160|core_160_5|pareto_ge2,1|2|3|4,1|2|3|4,4,4,1,,1,0,1,0,1,4,4,1,,medium,0.5,0.5,4,4,3,3
claude-sonnet-4-5-20250929,1,10,r1a1_r2a5_r3a11_r4a14,0,borda,borda,core_160|core_160_5|pareto_ge2|veto,1|2|3|4,1|2|3|4,2,2,1,,1,1,1,1,1,2,2,1,1,medium,0.6111111111111112,0.6111111111111112,2,2,2|4,2|4
claude-sonnet-4-5-20250929,2,10,r1a1_r2a5_r3a11_r4a14,0,borda,borda,core_160|core_160_5|pareto_ge2|veto,1|2|3|4,1|2|3|4,2,2,1,,1,1,1,1,1,2,2,1,1,medium,0.6111111111111112,0.6111111111111112,2,2,2|4,2|4
claude-sonnet-4-5-20250929,3,10,r1a1_r2a5_r3a11_r4a14,0,borda,borda,core_160|core_160_5|pareto_ge2|veto,1|2|3|4,1|2|3|4,2,2,1,,1,1,1,1,1,2,2,1,1,medium,0.6111111111111112,0.6111111111111112,2,2,2|4,2|4
claude-sonnet-4-5-20250929,4,10,r1a1_r2a5_r3a11_r4a14,0,borda,borda,core_160|core_160_5|pareto_ge2|veto,1|2|3|4,1|2|3|4,2,2,1,,1,1,1,1,1,2,2,1,1,medium,0.6111111111111112,0.6111111111111112,2,2,2|4,2|4
claude-sonnet-4-5-20250929,5,10,r1a1_r2a5_r3a11_r4a14,0,borda,borda,core_160|core_160_5|pareto_ge2|veto,1|2|3|4,1|2|3|4,2,2,1,,1,1,1,1,1,2,2,1,1,medium,0.6111111111111112,0.6111111111111112,2,2,2|4,2|4
claude-sonnet-4-5-20250929,6,10,r1a1_r2a5_r3a11_r4a14,0,borda,borda,core_160|core_160_5|pareto_ge2|veto,1|2|3|4,1|2|3|4,2,2,1,,1,1,1,1,1,2,2,1,1,medium,0.6111111111111112,0.6111111111111112,2,2,2|4,2|4
claude-sonnet-4-5-20250929,7,10,r1a1_r2a5_r3a11_r4a14,0,borda,borda,core_160|core_160_5|pareto_ge2|veto,1|2|3|4,1|2|3|4,2,2,1,,1,1,1,1,1,2,2,1,1,medium,0.6111111111111112,0.6111111111111112,2,2,2|4,2|4
claude-sonnet-4-5-20250929,8,10,r1a1_r2a5_r3a11_r4a14,0,borda,borda,core_160|core_160_5|pareto_ge2|veto,1|2|3|4,1|2|3|4,2,2,1,,1,1,1,1,1,2,2,1,1,medium,0.6111111111111112,0.6111111111111112,2,2,2|4,2|4
claude-sonnet-4-5-20250929,9,10,r1a1_r2a5_r3a11_r4a14,0,borda,borda,core_160|core_160_5|pareto_ge2|veto,1|2|3|4,1|2|3|4,2,2,1,,1,1,1,1,1,2,2,1,1,medium,0.6111111111111112,0.6111111111111112,2,2,2|4,2|4
claude-sonnet-4-5-20250929,10,10,r1a1_r2a5_r3a11_r4a14,0,borda,borda,core_160|core_160_5|pareto_ge2|veto,1|2|3|4,1|2|3|4,2,2,1,,1,1,1,1,1,2,2,1,1,medium,0.6111111111111112,0.6111111111111112,2,2,2|4,2|4
claude-sonnet-4-5-20250929,1,11,r1a1_r2a5_r3a11_r4a15,0,borda,borda,borda_ne_util_maximin|core_160|core_160_5|veto,1|2|3|4,1|2|3|4,2,2,1,,0,0,1,0,0,1|4,1|4,0,1,medium,0.6111111111111112,0.6111111111111112,1|4,1|2|4,4,4
claude-sonnet-4-5-20250929,2,11,r1a1_r2a5_r3a11_r4a15,0,borda,borda,borda_ne_util_maximin|core_160|core_160_5|veto,1|2|3|4,1|2|3|4,2,2,1,,0,0,1,0,0,1|4,1|4,0,1,medium,0.6111111111111112,0.6111111111111112,1|4,1|2|4,4,4
claude-sonnet-4-5-20250929,3,11,r1a1_r2a5_r3a11_r4a15,0,borda,borda,borda_ne_util_maximin|core_160|core_160_5|veto,1|2|3|4,1|2|3|4,2,2,1,,0,0,1,0,0,1|4,1|4,0,1,medium,0.6111111111111112,0.6111111111111112,1|4,1|2|4,4,4
claude-sonnet-4-5-20250929,4,11,r1a1_r2a5_r3a11_r4a15,0,borda,borda,borda_ne_util_maximin|core_160|core_160_5|veto,1|2|3|4,1|2|3|4,2,2,1,,0,0,1,0,0,1|4,1|4,0,1,medium,0.6111111111111112,0.6111111111111112,1|4,1|2|4,4,4
claude-sonnet-4-5-20250929,5,11,r1a1_r2a5_r3a11_r4a15,0,borda,borda,borda_ne_util_maximin|core_160|core_160_5|veto,1|2|3|4,1|2|3|4,2,2,1,,0,0,1,0,0,1|4,1|4,0,1,medium,0.6111111111111112,0.6111111111111112,1|4,1|2|4,4,4
claude-sonnet-4-5-20250929,6,11,r1a1_r2a5_r3a11_r4a15,0,borda,borda,borda_ne_util_maximin|core_160|core_160_5|veto,1|2|3|4,1|2|3|4,2,2,1,,0,0,1,0,0,1|4,1|4,0,1,medium,0.6111111111111112,0.6111111111111112,1|4,1|2|4,4,4
claude-sonnet-4-5-20250929,7,11,r1a1_r2a5_r3a11_r4a15,0,borda,borda,borda_ne_util_maximin|core_160|core_160_5|veto,1|2|3|4,1|2|3|4,2,2,1,,0,0,1,0,0,1|4,1|4,0,1,medium,0.6111111111111112,0.6111111111111112,1|4,1|2|4,4,4
claude-sonnet-4-5-20250929,8,11,r1a1_r2a5_r3a11_r4a15,0,borda,borda,borda_ne_util_maximin|core_160|core_160_5|veto,1|2|3|4,1|2|3|4,2,2,1,,0,0,1,0,0,1|4,1|4,0,1,medium,0.6111111111111112,0.6111111111111112,1|4,1|2|4,4,4
claude-sonnet-4-5-20250929,9,11,r1a1_r2a5_r3a11_r4a15,0,borda,borda,borda_ne_util_maximin|core_160|core_160_5|veto,1|2|3|4,1|2|3|4,2,2,1,,0,0,1,0,0,1|4,1|4,0,1,medium,0.6111111111111112,0.6111111111111112,1|4,1|2|4,4,4
claude-sonnet-4-5-20250929,10,11,r1a1_r2a5_r3a11_r4a15,0,borda,borda,borda_ne_util_maximin|core_160|core_160_5|veto,1|2|3|4,1|2|3|4,2,2,1,,0,0,1,0,0,1|4,1|4,0,1,medium,0.6111111111111112,0.6111111111111112,1|4,1|2|4,4,4
claude-sonnet-4-5-20250929,1,13,r1a1_r2a5_r3a12_r4a13,0,borda,borda,core_160|core_160_5|pareto_ge2,1|2|3|4,1|2|3|4,4,4,1,,0,0,0,0,0,3,3,0,,medium,0.5833333333333334,0.5833333333333334,3,3,3,3
claude-sonnet-4-5-20250929,2,13,r1a1_r2a5_r3a12_r4a13,0,borda,borda,core_160|core_160_5|pareto_ge2,1|2|3|4,1|2|3|4,4,4,1,,0,0,0,0,0,3,3,0,,medium,0.5833333333333334,0.5833333333333334,3,3,3,3
claude-sonnet-4-5-20250929,3,13,r1a1_r2a5_r3a12_r4a13,0,borda,borda,core_160|core_160_5|pareto_ge2,1|2|3|4,1|2|3|4,4,4,1,,0,0,0,0,0,3,3,0,,medium,0.5833333333333334,0.5833333333333334,3,3,3,3
claude-sonnet-4-5-20250929,4,13,r1a1_r2a5_r3a12_r4a13,0,borda,borda,core_160|core_160_5|pareto_ge2,1|2|3|4,1|2|3|4,4,4,1,,0,0,0,0,0,3,3,0,,medium,0.5833333333333334,0.5833333333333334,3,3,3,3
claude-sonnet-4-5-20250929,5,13,r1a1_r2a5_r3a12_r4a13,0,borda,borda,core_160|core_160_5|pareto_ge2,1|2|3|4,1|2|3|4,4,4,1,,0,0,0,0,0,3,3,0,,medium,0.5833333333333334,0.5833333333333334,3,3,3,3
claude-sonnet-4-5-20250929,6,13,r1a1_r2a5_r3a12_r4a13,0,borda,borda,core_160|core_160_5|pareto_ge2,1|2|3|4,1|2|3|4,4,4,1,,0,0,0,0,0,3,3,0,,medium,0.5833333333333334,0.5833333333333334,3,3,3,3
